index,participant_id,identification,audience,shorthand,item_id,intimacy,self-disclosure,valence,age,gender,area,social_media_use,facebook,twitter,instagram,snapchat,secret,yik_yak,whisper
155,7,anonymous,social_ties,AS,27,-1,2,positive,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
156,7,anonymous,social_ties,AS,2,-2,3,negative,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
157,7,anonymous,social_ties,AS,4,-2,1,negative,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
158,7,anonymous,social_ties,AS,24,1,1,negative,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
159,7,anonymous,social_ties,AS,5,-1,2,positive,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
160,7,anonymous,social_ties,AS,7,0,2,positive,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
161,7,anonymous,social_ties,AS,12,1,1,negative,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
162,7,anonymous,social_ties,AS,23,-1,2,positive,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
163,7,anonymous,social_ties,AS,11,1,1,positive,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
164,7,anonymous,social_ties,AS,33,1,1,positive,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
165,7,anonymous,social_ties,AS,26,1,1,negative,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
166,7,anonymous,social_ties,AS,31,3,0,positive,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
167,7,anonymous,social_ties,AS,35,0,2,positive,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
168,7,anonymous,social_ties,AS,34,1,1,negative,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
169,7,anonymous,social_ties,AS,9,-1,2,positive,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
170,7,anonymous,social_ties,AS,29,-1,2,positive,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
171,7,anonymous,social_ties,AS,10,0,2,negative,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
172,7,anonymous,social_ties,AS,3,-2,3,positive,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
173,7,anonymous,social_ties,AS,36,0,2,negative,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
174,7,anonymous,social_ties,AS,30,2,1,negative,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
175,7,anonymous,social_ties,AS,21,1,2,positive,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
176,7,anonymous,social_ties,AS,14,0,1,negative,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
177,7,anonymous,social_ties,AS,18,0,1,negative,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
178,7,anonymous,social_ties,AS,28,1,0,negative,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
179,7,anonymous,social_ties,AS,15,-1,2,positive,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
