index,participant_id,identification,audience,shorthand,item_id,intimacy,self-disclosure,valence,age,gender,area,social_media_use,facebook,twitter,instagram,snapchat,secret,yik_yak,whisper
114,3,real_name,social_ties,RS,2,2,1,positive,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
115,3,real_name,social_ties,RS,14,1,1,positive,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
116,3,real_name,social_ties,RS,7,1,1,negative,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
117,3,real_name,social_ties,RS,17,1,2,negative,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
118,3,real_name,social_ties,RS,26,0,2,positive,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
119,3,real_name,social_ties,RS,28,0,1,positive,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
120,3,real_name,social_ties,RS,3,0,2,negative,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
121,3,real_name,social_ties,RS,5,0,2,negative,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122,3,real_name,social_ties,RS,25,0,2,negative,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
123,3,real_name,social_ties,RS,6,0,1,positive,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
124,3,real_name,social_ties,RS,8,0,1,positive,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125,3,real_name,social_ties,RS,13,0,2,negative,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
126,3,real_name,social_ties,RS,24,2,1,positive,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
127,3,real_name,social_ties,RS,12,0,2,positive,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
128,3,real_name,social_ties,RS,34,1,1,positive,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
129,3,real_name,social_ties,RS,27,-1,2,negative,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
130,3,real_name,social_ties,RS,32,0,1,positive,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
131,3,real_name,social_ties,RS,36,1,1,positive,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
132,3,real_name,social_ties,RS,35,1,2,negative,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
133,3,real_name,social_ties,RS,10,1,1,positive,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
134,3,real_name,social_ties,RS,30,0,2,positive,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
135,3,real_name,social_ties,RS,11,1,1,negative,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
136,3,real_name,social_ties,RS,4,1,1,positive,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
137,3,real_name,social_ties,RS,37,0,1,negative,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
138,3,real_name,social_ties,RS,31,0,2,negative,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
139,3,real_name,social_ties,RS,22,0,2,positive,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
140,3,real_name,social_ties,RS,15,1,2,negative,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
141,3,real_name,social_ties,RS,19,2,1,negative,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
142,3,real_name,social_ties,RS,29,0,1,negative,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
143,3,real_name,social_ties,RS,16,-1,2,positive,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
144,4,real_name,nearby,RN,21,3,0,negative,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
145,4,real_name,nearby,RN,20,-2,1,positive,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
